Flagyl 500 MG Oral Tablet,Trichomonas Vulvovaginitis
Flagyl 500 MG Oral Tablet,Bacterial Vaginosis
Fluocinonide 0.05 % External Cream,Contact Dermatitis
Fluocinonide 0.05 % External Cream,Skin: A Rash
Folic Acid 1 MG Oral Tablet,Hereditary Hemolytic Spherocytosis
Folic Acid 1 MG Oral Tablet,Sickle Cell Hb-SC Disease
Folic Acid 1 MG Oral Tablet,Sickle Cell Anemia
Folic Acid 1 MG Oral Tablet,Sickle Cell Hb-SS Disease
Folic Acid 400 MCG Oral Tablet,Anemia
Furosemide 20 MG Oral Tablet,Congestive Heart Failure
Furosemide 20 MG Oral Tablet,Hypertension
Furosemide 20 MG Oral Tablet,Essential Hypertension
Furosemide 20 MG Oral Tablet,Benign Essential Hypertension
Furosemide 20 MG Oral Tablet,Edema
Furosemide 40 MG Oral Tablet,Dilated Cardiomyopathy
Furosemide 40 MG Oral Tablet,Congestive Heart Failure
Furosemide 40 MG Oral Tablet,Left Heart Failure - Class III
Furosemide 40 MG Oral Tablet,Benign Essential Hypertension
Furosemide 40 MG Oral Tablet,Chronic Systolic Congestive Heart Failure
Furosemide 40 MG Oral Tablet,Edema
Dicyclomine HCl 20 MG Oral Tablet,Irritable Bowel Syndrome
Digoxin 0.125 MG Oral Tablet,Atrial Fibrillation
Digoxin 0.125 MG Oral Tablet,Coronary Artery Disease
Digoxin 0.25 MG Oral Tablet,Atrial Fibrillation
HydrALAZINE HCl 100 MG Oral Tablet,Hypertension
HydrALAZINE HCl 25 MG Oral Tablet,Hypertension
HydrALAZINE HCl 25 MG Oral Tablet,Benign Essential Hypertension
HydrALAZINE HCl 50 MG Oral Tablet,Congestive Heart Failure
HydrALAZINE HCl 50 MG Oral Tablet,Hypertension
HydrALAZINE HCl 50 MG Oral Tablet,Benign Essential Hypertension
Hydrocortisone 0.5 % External Ointment,Eczema
HydrOXYzine HCl 10 MG/5ML Oral Syrup,Atopic Dermatitis
HydrOXYzine HCl 10 MG/5ML Oral Syrup,Eczema
HydrOXYzine HCl 25 MG Oral Tablet,Itching (Pruritus)
Dilantin 30 MG Oral Capsule,Partial Complex Psychomotor Seizure With Intractable Seizure
Docusate Sodium 100 MG Oral Capsule,Chronic Constipation
Docusate Sodium 100 MG Oral Capsule,Constipation
Isoniazid 300 MG Oral Tablet,Tuberculin PPD Induration Positive Interpretation
Levothyroxine Sodium 50 MCG Oral Tablet,Hypothyroidism
Levothyroxine Sodium 100 MCG Oral Tablet,Primary Hypothyroidism
Levothyroxine Sodium 150 MCG Oral Tablet,Hyperthyroidism
Levothyroxine Sodium 150 MCG Oral Tablet,Graves' Disease
Estrace 0.1 MG/GM Vaginal Cream,Menopause
Felbatol 600 MG/5ML Oral Suspension,Partial Complex Psychomotor Seizure With Intractable Seizure
Nitrofurantoin Macrocrystal 50 MG Oral Capsule,Urinary Tract Infection
Norvasc 5 MG Oral Tablet,Essential Hypertension
NovoLIN R 100 UNIT/ML Injection Solution,Diabetes Mellitus
Nystatin 100000 UNIT/GM External Ointment,Diaper Rash
Nystatin 100000 UNIT/GM External Ointment,Cutaneous Candidiasis
Gemfibrozil 600 MG Oral Tablet,Hyperlipidemia
Gentian Violet 1 % External Solution,Neonatal Candidiasis Of The Diaper Region
GlyBURIDE 5 MG Oral Tablet,Gestational Diabetes Mellitus
Ponstel 250 MG Oral Capsule,Dysmenorrhea
Ponstel 250 MG Oral Capsule,Severe Menstrual Pain (Dysmenorrhea)
Premarin 0.625 MG/GM Vaginal Cream,Female Genitalia Labial Adhesions
Hydrochlorothiazide 25 MG Oral Tablet,Hypertension
Hydrochlorothiazide 25 MG Oral Tablet,Essential Hypertension
Hydrochlorothiazide 25 MG Oral Tablet,Benign Essential Hypertension
Hydrocortisone 1 % External Cream,Contact Dermatitis
Hydrocortisone 1 % External Cream,Eczematoid Dermatitis
Hydrocortisone 1 % External Cream,Atopic Dermatitis
Hydrocortisone 1 % External Cream,Eczema
Hydrocortisone 2.5 % External Cream,Infantile Seborrheic Dermatitis
Hydrocortisone 2.5 % External Cream,Eczema
Hydrocortisone 2.5 % External Lotion,Eczema
Hydrocortisone 1 % External Ointment,Eczema
Hydrocortisone 2.5 % External Ointment,Atopic Dermatitis
Hydrocortisone 2.5 % External Ointment,Eczema
Promethazine HCl 25 MG Oral Tablet,Nausea (Symptom)
Promethazine HCl 25 MG Oral Tablet,Abdominal Pain
Promethazine HCl 25 MG Oral Tablet,Nausea With Vomiting
Isosorbide Dinitrate 30 MG Oral Tablet,Hypertension
Levothroid 25 MCG Oral Tablet,Hypothyroidism
Levothyroxine Sodium 25 MCG Oral Tablet,Hypothyroidism
Levothyroxine Sodium 125 MCG Oral Tablet,Hypothyroidism
Sodium Bicarbonate 650 MG Oral Tablet,Renal Tubular Acidosis
Sodium Bicarbonate 650 MG Oral Tablet,"Chronic Kidney Disease, Stage 4"
Macrobid 100 MG Oral Capsule,Urinary Tract Infection
Spironolactone 25 MG Oral Tablet,Dilated Cardiomyopathy
Spironolactone 25 MG Oral Tablet,Ischemic Cardiomyopathy
Spironolactone 25 MG Oral Tablet,Polycystic Ovarian Syndrome
Spironolactone 25 MG Oral Tablet,Edema
MedroxyPROGESTERone Acetate 10 MG Oral Tablet,Menses Abnormal
MedroxyPROGESTERone Acetate 10 MG Oral Tablet,Oligomenorrhea
MedroxyPROGESTERone Acetate 10 MG Oral Tablet,Secondary Amenorrhea
MedroxyPROGESTERone Acetate 10 MG Oral Tablet,Metrorrhagia
Sulfamethoxazole-TMP DS 800-160 MG Oral Tablet,Urinary Tract Infection
Sulfamethoxazole-TMP DS 800-160 MG Oral Tablet,Open Wound Of The Leg
Terazol 7 0.4 % Vaginal Cream,Vaginal Candidiasis
Metoprolol Tartrate 50 MG Oral Tablet,Hypertension
Metoprolol Tartrate 50 MG Oral Tablet,Benign Essential Hypertension
MetroNIDAZOLE 500 MG Oral Tablet,Vulvovaginitis
MetroNIDAZOLE 500 MG Oral Tablet,Trichomonas Vulvovaginitis
MetroNIDAZOLE 500 MG Oral Tablet,Urogenital Trichomoniasis
MetroNIDAZOLE 500 MG Oral Tablet,Bacterial Vaginosis
Minocycline HCl 100 MG Oral Capsule,Osteomyelitis
TraZODone HCl 100 MG Oral Tablet,Adjustment Disorder With Depressed Mood
Niacin 500 MG Oral Tablet,Hyperlipidemia
Triamcinolone Acetonide 0.1 % External Cream,Atopic Dermatitis
Triamcinolone Acetonide 0.1 % External Cream,Eczema
Triamcinolone Acetonide 0.1 % External Ointment,Eczema
Triamterene-HCTZ 37.5-25 MG Oral Tablet,Hypertension
Nutraderm External Lotion,Eczema
Nystatin 100000 UNIT/GM External Cream,Candida Albicans Vulvovaginitis
Nystatin 100000 UNIT/GM External Cream,Diaper Rash
Nystatin 100000 UNIT/GM External Cream,Candidiasis
Nystatin 100000 UNIT/GM External Cream,Cutaneous Candidiasis
Nystatin 100000 UNIT/GM External Cream,Genitourinary Candidiasis
Nystatin 100000 UNIT/GM External Cream,Candidal Intertrigo
Nystatin 100000 UNIT/GM External Cream,Neonatal Candidiasis Of The Diaper Region
Nystatin 100000 UNIT/ML Mouth/Throat Suspension,Oral Thrush
Nystatin 100000 UNIT/ML Mouth/Throat Suspension,Oral Thrush Of Newborn
Oxistat 1 % External Cream,Tinea Corporis
Warfarin Sodium 2 MG Oral Tablet,Pulmonary Embolism
Warfarin Sodium 5 MG Oral Tablet,Atrial Fibrillation
Warfarin Sodium 5 MG Oral Tablet,Antiphospholipid Syndrome
Zocor 20 MG Oral Tablet,Hyperlipidemia
Aspirin 81 MG Oral Tablet,Coronary Artery Disease
ClonazePAM 0.5 MG Oral Tablet,REM Sleep Behavior Syndrome
ClonazePAM 0.5 MG Oral Tablet,Myoclonus
Estradiol 1 MG Oral Tablet,Menopause
Famotidine 20 MG Oral Tablet,Heartburn
Famotidine 20 MG Oral Tablet,Gastritis
Hydroxychloroquine Sulfate 200 MG Oral Tablet,Polymyositis / Dermatomyositis:
Hydroxyurea 500 MG Oral Capsule,Sickle Cell Hb-SS Disease
Ibuprofen 100 MG/5ML Oral Suspension,Sickle Cell Hb-SS Disease
Ketorolac Tromethamine 10 MG Oral Tablet,Muscle Spasm
Labetalol HCl 100 MG Oral Tablet,Hypertension
Labetalol HCl 100 MG Oral Tablet,Essential Hypertension
Labetalol HCl 100 MG Oral Tablet,Pregnancy Complicated By Hypertension - Antepartum Condition Or Prior Complicated Delivery
Labetalol HCl 200 MG Oral Tablet,Hypertension
Labetalol HCl 200 MG Oral Tablet,Benign Essential Hypertension
Labetalol HCl 200 MG Oral Tablet,Pregnancy Complicated By Hypertension - Antepartum Condition Or Prior Complicated Delivery
Labetalol HCl 300 MG Oral Tablet,Pregnancy Complicated By Hypertension - Antepartum Condition Or Prior Complicated Delivery
Levothyroxine Sodium 88 MCG Oral Tablet,Primary Hypothyroidism
Rifampin 300 MG Oral Capsule,Osteomyelitis
Spironolactone 50 MG Oral Tablet,Polycystic Ovarian Syndrome
PredniSONE 1 MG Oral Tablet,Polymyalgia Rheumatica
PredniSONE 20 MG Oral Tablet,Asthma With Acute Exacerbation
Promethazine HCl 12.5 MG Oral Tablet,Nausea With Vomiting
DiphenhydrAMINE HCl 12.5 MG/5ML Oral Liquid,Allergic Rhinitis
DiphenhydrAMINE HCl 12.5 MG/5ML Oral Liquid,Nonvenomous Insect Bite
Retrovir 10 MG/ML Intravenous Solution,Exposed To HIV Infection
Saline Nasal Spray 0.65 % Nasal Solution,Upper Respiratory Infection
Acetaminophen-Codeine #3 300-30 MG Oral Tablet,Tension-type Headache
Acetaminophen-Codeine #3 300-30 MG Oral Tablet,Sickle Cell Hb-SC Disease
Acetaminophen-Codeine #3 300-30 MG Oral Tablet,Sickle Cell Hb-SS Disease
Spironolactone-HCTZ 25-25 MG Oral Tablet,Essential Hypertension
Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet,Urinary Tract Infection
Synthroid 88 MCG Oral Tablet,Hypothyroidism
Lipitor 10 MG Oral Tablet,Hyperlipidemia
Lipitor 10 MG Oral Tablet,Lipoid Metabolism Disorder
Lipitor 20 MG Oral Tablet,Hyperlipidemia
Butalbital-APAP-Caffeine 50-325-40 MG Oral Tablet,Common Migraine (Without Aura)
Patanol 0.1 % Ophthalmic Solution,Allergic Rhinitis
Coreg 25 MG Oral Tablet,Essential Hypertension
Lovenox 40 MG/0.4ML Subcutaneous Solution,Venous Thrombosis Of The Deep Vessels Of The Lower Extremity
Nasonex 50 MCG/ACT Nasal Suspension,Cough
Nasonex 50 MCG/ACT Nasal Suspension,Allergic Rhinitis
Bactroban 2 % External Cream,Skin: A Rash
Plavix 75 MG Oral Tablet,Coronary Artery Disease
Plavix 75 MG Oral Tablet,Hypertension
Singulair 5 MG Oral Tablet Chewable,Allergic Rhinitis
Trivora (28) Oral Tablet,Birth Control Method - Oral Contraceptives
Trivora (28) Oral Tablet,Gynecologic Services Contraceptive Management
Droxia 300 MG Oral Capsule,Sickle Cell Hb-SS Disease
Isosorbide Mononitrate CR 60 MG Oral Tablet Extended Release 24 Hour,Coronary Artery Disease
Isosorbide Mononitrate CR 60 MG Oral Tablet Extended Release 24 Hour,Hypertension
Isosorbide Mononitrate CR 30 MG Oral Tablet Extended Release 24 Hour,Congestive Heart Failure
Isosorbide Mononitrate CR 30 MG Oral Tablet Extended Release 24 Hour,Left Heart Failure - Class III
MiraLax Oral Powder,Constipation
Benzonatate 200 MG Oral Capsule,Cough
Rhinocort Aqua 32 MCG/ACT Nasal Suspension,Allergic Rhinitis
Keppra 500 MG Oral Tablet,Partial Complex Psychomotor Seizure With Intractable Seizure
Evoxac 30 MG Oral Capsule,Sjogren's Syndrome
Isosorbide Mononitrate CR 120 MG Oral Tablet Extended Release 24 Hour,Hypertension
TraZODone HCl 50 MG Oral Tablet,Episodic Mood Disorders
Triamcinolone Acetonide 40 MG/ML Injection Suspension,Eczema
Carbidopa-Levodopa 25-100 MG Oral Tablet,Parkinson's Disease
GlyBURIDE 2.5 MG Oral Tablet,Pregnancy Complicated By Diabetes Mellitus
GlyBURIDE 2.5 MG Oral Tablet,Gestational Diabetes Mellitus
GuanFACINE HCl 1 MG Oral Tablet,"ADHD, Combined Type"
Methimazole 5 MG Oral Tablet,Hyperthyroidism
Rifampin 150 MG Oral Capsule,Cough
Tamoxifen Citrate 20 MG Oral Tablet,Malignant Breast Neoplasm
Meclizine HCl 25 MG Oral Tablet,Dizziness
Meclizine HCl 25 MG Oral Tablet,Vertigo
Terazosin HCl 1 MG Oral Capsule,Benign Prostatic Hypertrophy
Miconazole 3 200 MG Vaginal Suppository,Vaginal Candidiasis
Cozaar 50 MG Oral Tablet,Hypertension
Hydrocodone-Acetaminophen 5-500 MG Oral Tablet,Post Abdominal Surgery
Hydrocodone-Acetaminophen 5-500 MG Oral Tablet,"Joint Pain, Localized In The Knee"
Hydrocodone-Acetaminophen 5-500 MG Oral Tablet,Dehiscence Of Surgical Wound
Hydrocodone-Acetaminophen 5-500 MG Oral Tablet,Limb Pain
Citric Acid-Sodium Citrate 334-500 MG/5ML Oral Solution,Renal Tubular Acidosis
Citric Acid-Sodium Citrate 334-500 MG/5ML Oral Solution,Metabolic Acidosis
Nasacort AQ 55 MCG/ACT Nasal Aerosol Solution,Allergic Rhinitis
Proventil HFA 108 (90 Base) MCG/ACT Inhalation Aerosol Solution,Asthma
Proventil HFA 108 (90 Base) MCG/ACT Inhalation Aerosol Solution,Exercise-induced Asthma
Proventil HFA 108 (90 Base) MCG/ACT Inhalation Aerosol Solution,Shortness Of Breath
Proventil HFA 108 (90 Base) MCG/ACT Inhalation Aerosol Solution,Intermittent Asthma
Ammonium Lactate 12 % External Cream,Keratosis Pilaris
Aricept 5 MG Oral Tablet,Alzheimer's Disease
Aricept 10 MG Oral Tablet,Dementia
Hydrochlorothiazide 12.5 MG Oral Capsule,Hypertension
Hydrochlorothiazide 12.5 MG Oral Capsule,Benign Essential Hypertension
Warfarin Sodium 3 MG Oral Tablet,Atrial Fibrillation
Norco 10-325 MG Oral Tablet,Burns
Lipitor 40 MG Oral Tablet,Hyperlipidemia
Lipitor 40 MG Oral Tablet,Frederickson Type IIB Hyperlipidemia
Lipitor 40 MG Oral Tablet,Essential Hypercholesterolemia
Niaspan 500 MG Oral Tablet Extended Release,Hyperlipidemia
Combivir 150-300 MG Oral Tablet,Acquired Immunodeficiency Syndrome (AIDS)
Avapro 150 MG Oral Tablet,Hypertension
Singulair 10 MG Oral Tablet,Allergic Rhinitis
Detrol 1 MG Oral Tablet,Urge And Stress Incontinence
Viagra 100 MG Oral Tablet,Male Erectile Disorder
Excedrin Migraine 250-250-65 MG Oral Tablet,Headache
Micardis 40 MG Oral Tablet,Essential Hypertension
Micardis 80 MG Oral Tablet,Essential Hypertension
Ziagen 20 MG/ML Oral Solution,HIV Infection
CeleBREX 200 MG Oral Capsule,"Joint Pain, Localized In The Hip"
Magnesium Oxide 400 MG Oral Capsule,Hypomagnesemia
Xopenex 0.63 MG/3ML Inhalation Nebulization Solution,Cough
Xopenex 0.63 MG/3ML Inhalation Nebulization Solution,Asthma
Xopenex 0.63 MG/3ML Inhalation Nebulization Solution,Bronchiolitis
Avelox 400 MG Oral Tablet,Fever (Symptom)
Singulair 4 MG Oral Tablet Chewable,Allergic Rhinitis
Singulair 4 MG Oral Tablet Chewable,Asthma
Benzoyl Peroxide 5 % LIQD,Acne
Iron 325 (65 Fe) MG Oral Tablet,Pregnancy Complicated By Anemia
Calcitriol 0.25 MCG Oral Capsule,"Chronic Kidney Disease, Stage 4"
Calcitriol 0.5 MCG Oral Capsule,"Chronic Kidney Disease, Stage 4"
Cephalexin 500 MG Oral Capsule,Urinary Tract Infection
Cephalexin 500 MG Oral Capsule,Obstetrical Surgical Wound Complications - Postpartum Condition Or Complication
Cephalexin 500 MG Oral Capsule,Wound Infection
Cephalexin 500 MG Oral Capsule,Limb Pain
Clindamycin HCl 300 MG Oral Capsule,Cellulitis
Doxazosin Mesylate 2 MG Oral Tablet,Hypertension
Doxazosin Mesylate 4 MG Oral Tablet,Essential Hypertension
Enalapril Maleate 10 MG Oral Tablet,Hypertension
Enalapril Maleate 10 MG Oral Tablet,Essential Hypertension
FLUoxetine HCl 10 MG Oral Capsule,Moderate Recurrent Major Depression
FLUoxetine HCl 20 MG Oral Capsule,Depression
Lovastatin 10 MG Oral Tablet,Hyperlipidemia
Acetaminophen-Codeine 120-12 MG/5ML Oral Solution,Sickle Cell Hb-SC Disease
Acetaminophen-Codeine 120-12 MG/5ML Oral Solution,Sickle Cell Hb-SS Disease
Amoxicillin 500 MG Oral Tablet,Urinary Tract Infection
Amoxicillin 500 MG Oral Tablet,Acute Otitis Media
Amoxicillin 875 MG Oral Tablet,Streptococcal Sore Throat
Hydrocodone-Acetaminophen 10-325 MG Oral Tablet,"Joint Pain, Localized In The Knee"
Hydrocodone-Acetaminophen 10-325 MG Oral Tablet,Limb Pain
Hydrocodone-Acetaminophen 10-325 MG Oral Tablet,Rib Fracture
Desmopressin Acetate Spray 0.01 % Nasal Solution,Enuresis
Lipitor 80 MG Oral Tablet,Hyperlipidemia
Concerta 18 MG Oral Tablet Extended Release,"ADHD, Combined Type"
Concerta 36 MG Oral Tablet Extended Release,Attention-deficit Hyperactivity Disorder
Differin 0.1 % External Cream,Acne
Qvar 40 MCG/ACT Inhalation Aerosol Solution,Allergic Rhinitis
Levaquin 750 MG Oral Tablet,Acute Upper Respiratory Infection
Concerta 54 MG Oral Tablet Extended Release,"ADHD, Combined Type"
NexIUM 20 MG Oral Capsule Delayed Release,Heartburn
NexIUM 20 MG Oral Capsule Delayed Release,Esophageal Reflux
NexIUM 40 MG Oral Capsule Delayed Release,Chronic Reflux Esophagitis
NexIUM 40 MG Oral Capsule Delayed Release,Esophageal Reflux
NexIUM 40 MG Oral Capsule Delayed Release,Gastric Ulcer
Toprol XL 25 MG Oral Tablet Extended Release 24 Hour,Hypertension
Aviane 0.1-20 MG-MCG Oral Tablet,Gynecologic Services Contraceptive Management
Diovan 320 MG Oral Tablet,Coronary Artery Disease
Klor-Con M20 20 MEQ Oral Tablet Extended Release,Essential Hypertension
Microgestin FE 1/20 1-20 MG-MCG Oral Tablet,Gynecologic Services Contraceptive Management
Toprol XL 50 MG Oral Tablet Extended Release 24 Hour,Hypertension
Adderall XR 20 MG Oral Capsule Extended Release 24 Hour,"ADHD, Combined Type"
Diovan 80 MG Oral Tablet,Congestive Heart Failure
Diovan 80 MG Oral Tablet,Hypertension
Diovan 80 MG Oral Tablet,Benign Essential Hypertension
Diovan 160 MG Oral Tablet,Essential Hypertension
Lisinopril 20 MG Oral Tablet,Congestive Heart Failure
Lisinopril 20 MG Oral Tablet,Hypertension
Lisinopril 10 MG Oral Tablet,Hypertension
Lisinopril 10 MG Oral Tablet,Essential Hypertension
Lisinopril 10 MG Oral Tablet,Blood Pressure Isolated Elevated
Lisinopril 10 MG Oral Tablet,ACP Staging Stage 2 Hypertension: Greater Than Or = 160/100
Lisinopril 40 MG Oral Tablet,Hypertension
Lisinopril 40 MG Oral Tablet,Essential Hypertension
Lisinopril 40 MG Oral Tablet,Benign Essential Hypertension
Lisinopril 5 MG Oral Tablet,Coronary Artery Disease
Lisinopril 5 MG Oral Tablet,Congestive Heart Failure With Systolic And Diastolic Dysfunction
Lisinopril 5 MG Oral Tablet,Hypertension
Lisinopril 5 MG Oral Tablet,Essential Hypertension
Lisinopril 5 MG Oral Tablet,Benign Essential Hypertension
Lisinopril-Hydrochlorothiazide 20-12.5 MG Oral Tablet,Hypertension
MetFORMIN HCl 500 MG Oral Tablet,Polycystic Ovarian Syndrome
Misoprostol 200 MCG Oral Tablet,Abortion
Lisinopril 2.5 MG Oral Tablet,Essential Hypertension
TraMADol HCl 50 MG Oral Tablet,Tendonitis
TraMADol HCl 50 MG Oral Tablet,Limb Pain
TraMADol HCl 50 MG Oral Tablet,Chronic Pain
Ventolin HFA 108 (90 Base) MCG/ACT Inhalation Aerosol Solution,Asthma
Ventolin HFA 108 (90 Base) MCG/ACT Inhalation Aerosol Solution,Bronchiolitis
Ortho Evra 150-20 MCG/24HR Transdermal Patch Weekly,Gynecologic Services Prescription Of Contraceptive Agents
Ortho Evra 150-20 MCG/24HR Transdermal Patch Weekly,Contraceptives
Diovan HCT 160-25 MG Oral Tablet,Hypertension
Benicar 20 MG Oral Tablet,Hypertension
Actonel 35 MG Oral Tablet,Osteopenia
NuvaRing 0.12-0.015 MG/24HR Vaginal Ring,Gynecologic Services Contraceptive Management
NuvaRing 0.12-0.015 MG/24HR Vaginal Ring,Gynecologic Services Prescription Of Contraceptive Agents
NuvaRing 0.12-0.015 MG/24HR Vaginal Ring,Oral Contraceptives
NuvaRing 0.12-0.015 MG/24HR Vaginal Ring,Contraceptives
Amoxicillin-Pot Clavulanate 500-125 MG Oral Tablet,Urinary Tract Infection
Amoxicillin-Pot Clavulanate 875-125 MG Oral Tablet,Chronic Sinusitis
Amoxicillin-Pot Clavulanate 875-125 MG Oral Tablet,Urinary Tract Infection
Amoxicillin-Pot Clavulanate 400-57 MG/5ML Oral Suspension Reconstituted,Acute Sinusitis
Amoxicillin-Pot Clavulanate 400-57 MG/5ML Oral Suspension Reconstituted,Acute Otitis Media
Lexapro 20 MG Oral Tablet,Anxiety (Symptom)
Lexapro 20 MG Oral Tablet,Depression
Ortho Tri-Cyclen Lo 0.18/0.215/0.25 MG-25 MCG Oral Tablet,Acne
Ortho Tri-Cyclen Lo 0.18/0.215/0.25 MG-25 MCG Oral Tablet,Gynecologic Services Contraceptive Management
Sprintec 28 0.25-35 MG-MCG Oral Tablet,Oligomenorrhea
Omeprazole 20 MG Oral Capsule Delayed Release,Nausea (Symptom)
Omeprazole 20 MG Oral Capsule Delayed Release,Esophageal Reflux
Zetia 10 MG Oral Tablet,Coronary Artery Disease
Zetia 10 MG Oral Tablet,Hyperlipidemia
Zetia 10 MG Oral Tablet,Frederickson Type IIB Hyperlipidemia
Strattera 18 MG Oral Capsule,"ADHD, Combined Type"
Hydrocodone-Acetaminophen 5-325 MG Oral Tablet,Limb Pain
Hydrocodone-Acetaminophen 7.5-325 MG Oral Tablet,Abdominal Pain
Hydrocodone-Acetaminophen 7.5-325 MG Oral Tablet,"Joint Pain, Localized In The Hip"
Hydrocodone-Acetaminophen 7.5-325 MG Oral Tablet,Limb Pain
Loratadine 10 MG Oral Tablet,Chronic Sinusitis
Loratadine 10 MG Oral Tablet,Allergic Rhinitis
Loratadine 10 MG Oral Tablet,Allergies
Mirtazapine 15 MG Oral Tablet,Depression
Ciprofloxacin HCl 500 MG Oral Tablet,Urinary Tract Infection
