ROSIGLITAZONE,Diabetes Mellitus Incl Gestational
RIZATRIPTAN,Headaches
GOLD SODIUM THIOMALATE,rheumatoid arthritis
VALSARTAN,Hypertension W Borderline
PILOCARPINE 0.5%,glaucoma
RIBAVIRIN,Hepatitis
ALMOTRIPTAN MALATE,migraine headache
ALMOTRIPTAN MALATE,Migraines
DISULFIRAM,alcohol abuse
DISULFIRAM,Alcohol1
DISULFIRAM,Alcohol2
ALPHAGAN P (BRIMONIDINE TARTRATE ),glaucoma
PILOCARPINE 2%,glaucoma
INSULIN LISPRO,Diabetes Mellitus Incl Gestational
"SYRINGES,INSULIN U 100",diabetes mellitus
ISTALOL (TIMOLOL MALEATE (ONCE DAILY)),glaucoma
INSULIN LISPRO,Diabetes Mellitus Incl Borderline
INSULIN LISPRO,Diabetes Mellitus
BARACLUDE (ENTECAVIR),Hepatitis
GOLD SODIUM THIOMALATE,Rheumatoid Arthritis
LEVOBUNOLOL HCL 0.5%,glaucoma
PEGINTERFERON ALPHA-2A,Hepatitis
GLYBURIDE,Diabetes Mellitus Incl Borderline
AMLODIPINE,hypertension
FOSRENOL (LANTHANUM CARBONATE),Kidney Problems
ADEFOVIR,Hepatitis
PILOCARPINE 1%,glaucoma
ALOSETRON HYDROCHLORIDE,irritable bowel syndrome
GLYBURIDE,Diabetes Mellitus
METFORMIN,Diabetes Mellitus Incl Borderline
GLYBURIDE,Diabetes Mellitus Incl Gestational
METFORMIN EXTENDED RELEASE,Diabetes Mellitus Incl Borderline
LEUPROLIDE ACETATE 4-MONTH DEPOT,prostate cancer
ALOSETRON HYDROCHLORIDE,Bowelproblems
ABATACEPT,Rheumatoid Arthritis
AMLODIPINE,Hypertension W Borderline
ALENDRONATE,Osteoporosis Osteopenia
LEUPROLIDE ACETATE 4-MONTH DEPOT,Prostate
LISINOPRIL,Hypertension W Borderline
METFORMIN,Diabetes Mellitus
METFORMIN EXTENDED RELEASE,Diabetes Mellitus
HYDROCHLOROTHIAZIDE,hypertension
METFORMIN EXTENDED RELEASE,Diabetes Mellitus Incl Gestational
HYDROCHLOROTHIAZIDE,Hypertension W Borderline
LISINOPRIL,hypertension
METFORMIN,Diabetes Mellitus Incl Gestational
ATENOLOL,hypertension
VALSARTAN,hypertension
ATENOLOL,Hypertension W Borderline
HYDROXYCHLOROQUINE,systemic lupus
CYANOCOBALAMIN,vitamin B12 deficiency
CABERGOLINE,prolactinoma
METHOTREXATE (RHEUM.),rheumatoid arthritis
SINEMET 25/100,Parkinsons All
RITONAVIR,AIDS
GRISEOFULVIN MICROSIZE,tinea capitis
GLATIRAMER,multiple sclerosis
NEPHROCAPS,end stage renal disease
SINEMET 25/100,Parkinsons disease
SINEMET 25/100,Parkinsons Dz
TOCOPHEROL-DL-ALPHA,cardiac transplant
AZATHIOPRINE,cardiac transplant
PYRIDOSTIGMINE BROMIDE,myasthenia gravis
CALCIPOTRIENE 0.005%,psoriasis
DONEPEZIL HCL,dementia
MESALAMINE TABLET,ulcerative colitis
SEVELAMER,end stage renal disease
LITHIUM CARBONATE,bipolar disease
RILUZOLE,amyotrophic lateral sclerosis
PRAMIPEXOLE,restless legs syndrome
DIGOXIN,atrial fibrillation
BENZTROPINE MESYLATE,Schizophrenia
TENOFOVIR DISOPROXIL/EMTRICITABINE,AIDS
SILDENAFIL,erectile dysfunction
AZATHIOPRINE,stress test
DIGOXIN,Tachyarrhythmias
PHENYTOIN,Seizures
ETANERCEPT,rheumatoid arthritis
ATAZANAVIR,AIDS
PHENYTOIN,seizure disorder
DIGOXIN,Arrhythmias
IMATINIB MESYLATE,chronic myelocytic leukemia
SINEMET 25/100 CR,Parkinsons All
DILTIAZEM EXTENDED RELEASE,cardiac transplant
AMPHETAMINE/DEXTROAMPHETAMINE,attention deficit disorder
SINEMET 25/100 CR,Parkinsons disease
SINEMET 25/100 CR,Parkinsons Dz
RITONAVIR,Pneumocystis pneumonia
MAGNESIUM OXIDE (241 MG ELEMENTAL MG),cardiac transplant
MEMANTINE,dementia
IPRATROPIUM AND ALBUTEROL SULFATE,COPD
BENZTROPINE MESYLATE,schizophrenia
IPRATROPIUM AND ALBUTEROL SULFATE,chronic obstructive pulmonary disease
BACLOFEN,multiple sclerosis
FOLIC ACID,rheumatoid arthritis
INSULIN LISPRO,diabetes mellitus
METHYLPHENIDATE EXTENDED RELEASE     ,attention deficit disorder
TESTOSTERONE 1% GEL,hypogonadism
METHIMAZOLE,Graves' disease
CALCIUM ACETATE ( 1 TABLET=667 MG),end stage renal disease
MESALAMINE TABLET,Crohns disease
MAGNESIUM OXIDE (241 MG ELEMENTAL MG),stress test
CYCLOSPORINE (SANDIMMUNE),cardiac transplant
METHIMAZOLE,hyperthyroidism
MIDODRINE,orthostatic hypotension
METFORMIN EXTENDED RELEASE,diabetes mellitus
CINACALCET,end stage renal disease
ETANERCEPT,Rheumatoid Arthritis
VALACYCLOVIR,genital herpes simplex
ALKALOL,head and neck cancer
INSULIN NPH HUMAN,diabetes mellitus
ANDROGEL PUMP (TESTOSTERONE 1% GEL PUMP),hypogonadism
ETANERCEPT,psoriatic arthritis
CABERGOLINE,pituitary adenoma
TAMSULOSIN,Prostate
AMPHETAMINE/DEXTROAMPHETAMINE XR,attention deficit disorder
MERCAPTOPURINE,Crohns disease
CYCLOSPORINE (SANDIMMUNE),stress test
DIGOXIN,CHF
INDOMETHACIN,gout
AZATHIOPRINE,cardiac catheterization
DIVALPROEX SODIUM,bipolar disease
MODAFINIL,multiple sclerosis
INTERFERON-BETA-1A IM,multiple sclerosis
DIGOXIN,CHFwLVH
SODIUM CHLORIDE 0.9%,bronchiolitis
HYDROXYUREA,polycythemia
CALCIPOTRIENE 0.005%,Eczema Psoriasis
CLOZAPINE,schizoaffective disorder
BUTALBITAL+APAP+CAFFEINE,migraine headache
BUTALBITAL+APAP+CAFFEINE,Migraines
INTERFERON-BETA-1A SC,multiple sclerosis
VORICONAZOLE,lung transplant
WARFARIN SODIUM,Arrhythmias
FERROUS SULFATE,Anemia
WARFARIN SODIUM,Tachyarrhythmias
CALCITRIOL,Kidney Problems
DILTIAZEM EXTENDED RELEASE,cardiac catheterization
EPOETIN ALFA,Kidney Problems
TOBRAMYCIN NEBULIZER,cystic fibrosis
CARVEDILOL,CHF
CABERGOLINE,elevated prolactin
SELEGILINE HCL,Parkinsons All
CHANTIX STARTING MONTH PAK (VARENICLINE STARTING MONTH PAK),smoking
CHANTIX CONTINUING MONTH PAK (VARENICLINE CONTINUING MONTH PAK),smoking
ROPINIROLE,restless legs syndrome
ENTACAPONE,Parkinsons All
DIGOXIN,congestive heart failure
BROMOCRIPTINE MESYLATE,prolactinoma
GALANTAMINE,dementia
DESMOPRESSIN (HEMOSTASIS),von Willebrands disease
SELEGILINE HCL,Parkinsons disease
SELEGILINE HCL,Parkinsons Dz
CARBAMAZEPINE,Seizures
CILOSTAZOL,peripheral vascular disease
CARBAMAZEPINE,seizure disorder
CARVEDILOL,cardiomyopathy
CARVEDILOL,CHFwLVH
FUROSEMIDE,Tachyarrhythmias
VORICONAZOLE,cystic fibrosis
SIROLIMUS ,bone marrow transplant
ENTACAPONE,Parkinsons disease
ENTACAPONE,Parkinsons Dz
TESTOSTERONE CYPIONATE,hypogonadism
PIOGLITAZONE,diabetes mellitus
FUROSEMIDE,Arrhythmias
PHENOBARBITAL,Seizures
EFAVIRENZ,AIDS
ATOVAQUONE SUSPENSION,bone marrow transplant
TESTOSTERONE ENANTHATE,hypogonadism
LAMOTRIGINE,bipolar disease
MAGNESIUM OXIDE (241 MG ELEMENTAL MG),cardiac catheterization
PHYTONADIONE,cystic fibrosis
CALCIUM ACETATE ( 1 TABLET=667 MG),Kidney Problems
MONTELUKAST,Asthma
MESALAMINE SUPP,ulcerative colitis
MONTELUKAST,asthma
FLUTICASONE PROPIONATE/SALMETEROL 250/50,Asthma
LEVETIRACETAM,Seizures
TERBINAFINE HCL,onychomycosis
CARBAMAZEPINE EXTENDED RELEASE,Seizures
METROGEL 1% (METRONIDAZOLE 1% GEL),acne rosacea
FLUTICASONE PROPIONATE/SALMETEROL 250/50,asthma
PHENOBARBITAL,seizure disorder
BROMOCRIPTINE MESYLATE,pituitary adenoma
FLECAINIDE,paroxysmal atrial fibrillation
PRAMIPEXOLE,Parkinsons All
IPRATROPIUM INHALER,COPD
CLOPIDOGREL,coronary artery disease
CLOPIDOGREL,CAD
SIROLIMUS ,cardiac transplant
TADALAFIL,erectile dysfunction
NITROGLYCERIN 1/150 (0.4 MG),CADw Angina
METHYLPHENIDATE HCL,attention deficit disorder
TORSEMIDE,CHF
IPRATROPIUM INHALER,chronic obstructive pulmonary disease
LAMIVUDINE,hepatitis B
BALSALAZIDE DISODIUM,ulcerative colitis
ABACAVIR/ LAMIVUDINE,AIDS
PROPYLTHIOURACIL,Graves' disease
CALCITRIOL,chronic renal dysfunction
BROMOCRIPTINE MESYLATE,elevated prolactin
METRONIDAZOLE 0.75% CREAM,acne rosacea
PRAMIPEXOLE,Parkinsons disease
PRAMIPEXOLE,Parkinsons Dz
VARDENAFIL,erectile dysfunction
LEVETIRACETAM,seizure disorder
CLONAZEPAM,anxiety
CLONAZEPAM,Anxiety
CALCIUM CARBONATE (500 MG ELEMENTAL CA++) ,Osteoporosis Osteopenia
LENALIDOMIDE,myeloma
TORSEMIDE,CHFwLVH
ALENDRONATE,osteopenia
ALBUTEROL INHALER HFA,Asthma
HALOPERIDOL,Schizophrenia
AMIODARONE,atrial fibrillation
INSULIN REGULAR HUMAN,diabetes mellitus
THIAMINE HCL,alcohol abuse
THIAMINE HCL,Alcohol1
THIAMINE HCL,Alcohol2
AZILECT (RASAGILINE),Parkinsons disease
AZILECT (RASAGILINE),Parkinsons Dz
ALBUTEROL INHALER HFA,asthma
HYDROXYUREA,thrombocytosis
BUPROPION HCL SUSTAINED RELEASE,depression
BUPROPION HCL SUSTAINED RELEASE,Depression
HALOPERIDOL,schizophrenia
CYCLOSPORINE (SANDIMMUNE),cardiac catheterization
QUETIAPINE,bipolar disease
TESTOSTERONE TRANSDERMAL,hypogonadism
BUTALBITAL+ASA+CAFFEINE,migraine headache
BUTALBITAL+ASA+CAFFEINE,Migraines
PANTOPRAZOLE,gastroesophageal reflux disease
BUDESONIDE ORAL INHALER,Asthma
CARBAMAZEPINE EXTENDED RELEASE,seizure disorder
HALOBETASOL PROPIONATE 0.05%,psoriasis
CHANTIX STARTING MONTH PAK (VARENICLINE STARTING MONTH PAK),Smoker
CARVEDILOL,congestive heart failure
NITROGLYCERIN 1/150 (0.4 MG),coronary artery disease
NITROGLYCERIN 1/150 (0.4 MG),CAD
SULFASALAZINE,ulcerative colitis
PILOCARPINE HYDROCHLORIDE,Sjogrens syndrome
CHANTIX,smoking
PERPHENAZINE,schizophrenia
PERPHENAZINE,Schizophrenia
AZILECT (RASAGILINE),Parkinsons All
METHYLPREDNISOLONE SOD. SUCC.,multiple sclerosis
FLUVOXAMINE MALEATE,obsessive compulsive disorder
GRISEOFULVIN MICROSIZE,Tinea
ARIPIPRAZOLE,bipolar disease
PROPYLTHIOURACIL,hyperthyroidism
ACETYLSALICYLIC ACID (CHILDREN'S),elevated cholesterol
ERGOCALCIFEROL,Osteoporosis Osteopenia
FUROSEMIDE,CHFwLVH
SODIUM BICARBONATE,Kidney Problems
SODIUM POLYSTYRENE SULFONATE,hyperkalemia
ASPIRIN ENTERIC COATED,diabetes mellitus
TRAZODONE,depression
TRAZODONE,Depression
ALBUTEROL AND IPRATROPIUM NEBULIZER,chronic obstructive pulmonary disease
NEPHRO-VIT RX,end stage renal disease
LORATADINE,Rhinitis
AMIODARONE,CHF
NEPHROCAPS,chronic renal dysfunction
ELETRIPTAN,migraine headache
ELETRIPTAN,Migraines
ALBUTEROL AND IPRATROPIUM NEBULIZER,COPD
TORSEMIDE,congestive heart failure
LEUPROLIDE ACETATE 3-MONTH DEPOT,prostate cancer
TORSEMIDE,cardiomyopathy
IBUPROFEN 100 MG/5 ML ORAL LIQUID,otitis media
STUARTNATAL ,pregnancy
ESOMEPRAZOLE,gastroesophageal reflux disease
DUTASTERIDE,benign prostatic hypertrophy
TENOFOVIR,syphilis
EPOETIN ALFA,chronic renal dysfunction
BENZOYL PEROXIDE 5% GEL,Acne
INFLIXIMAB,rheumatoid arthritis
SINEMET 50/200 CR,Parkinsons All
FUROSEMIDE,CHF
INTERFERON-BETA-1B,multiple sclerosis
METOLAZONE,CHF
METFORMIN,diabetes mellitus
ASPIRIN ENTERIC COATED,Diabetes Mellitus Incl Borderline
FLECAINIDE,Tachyarrhythmias
METHADONE HCL,hepatitis C
LACTASE,lactose intolerance
ASPIRIN ENTERIC COATED,Diabetes Mellitus
MULTIVITAMIN WITH BETACAROTENE,macular degeneration
METHOTREXATE (HEM-ONC.),rheumatoid arthritis
CITALOPRAM,depression
CITALOPRAM,Depression
ASPIRIN ENTERIC COATED,CADw Angina
METOLAZONE,CHFwLVH
TOBRAMYCIN NEBULIZER,bronchiectasis
DEXTROAMPHETAMINE SULFATE,attention deficit disorder
INFLIXIMAB,Crohns disease
BENZTROPINE MESYLATE,bipolar disease
RISPERIDONE,bipolar disease
ALENDRONATE,osteoporosis
RANITIDINE HCL,gastroesophageal reflux disease
CITALOPRAM,anxiety
CITALOPRAM,Anxiety
BETAMETHASONE DIPROPIONATE/CALCIPOTRIENE,psoriasis
AMITRIPTYLINE HCL,Headaches
BONIVA (IBANDRONATE SODIUM),Osteoporosis Osteopenia
ASPIRIN ENTERIC COATED,Diabetes Mellitus Incl Gestational
GLUCAGON HCL,diabetes mellitus type 1
FLECAINIDE,Arrhythmias
ACETYLCYSTEINE 20%(200 MG/ML),cardiac transplant
CLONAZEPAM,depression
CLONAZEPAM,Depression
BENZOYL PEROXIDE 5% GEL,acne
OXYBUTYNIN CHLORIDE XL,urinary incontinence
METOLAZONE,congestive heart failure
KCL SLOW RELEASE,hypertension
NIFEDIPINE (SUSTAINED RELEASE),hypertension
UNITHROID,hypothyroidism
KCL SLOW RELEASE,Hypertension W Borderline
NIFEDIPINE (SUSTAINED RELEASE),Hypertension W Borderline
SALMETEROL DISKUS,Asthma
PIRBUTEROL ACETATE,Asthma
INSULIN LISPRO MIX 75/25,Diabetes Mellitus
PIRBUTEROL ACETATE,asthma
INSULIN LISPRO MIX 75/25,Diabetes Mellitus Incl Borderline
INSULIN 70/30 HUMAN,Diabetes Mellitus Incl Borderline
INSULIN LISPRO MIX 75/25,Diabetes Mellitus Incl Gestational
INSULIN 70/30 HUMAN,Diabetes Mellitus
INSULIN 70/30 HUMAN,Diabetes Mellitus Incl Gestational
GLYBURIDE,hypertension
INSULIN LISPRO MIX 75/25,diabetes mellitus
SALMETEROL,asthma
GLYBURIDE,Hypertension W Borderline
SALMETEROL,Asthma
ALMOTRIPTAN MALATE,Headaches
DYAZIDE,hypertension
LAMIVUDINE,Hepatitis
LABETALOL HCL,hypertension
GLYBURIDE/METFORMIN,Diabetes Mellitus
CALCITONIN-SALMON,Osteoporosis Osteopenia
GLYBURIDE/METFORMIN,Diabetes Mellitus Incl Borderline
DYAZIDE,Hypertension W Borderline
LABETALOL HCL,Hypertension W Borderline
GLYBURIDE/METFORMIN,Diabetes Mellitus Incl Gestational
GEMFIBROZIL,Dyslipidemia
LEVOTHYROXINE SODIUM,hypothyroidism
BYETTA,Diabetes Mellitus Incl Borderline
BYETTA,Diabetes Mellitus
DOXERCALCIFEROL,Kidney Problems
SAW PALMETTO,Prostate
BYETTA,Diabetes Mellitus Incl Gestational
ZAFIRLUKAST,Asthma
ZAFIRLUKAST,asthma
BALSALAZIDE DISODIUM,Bowelproblems
GLYBURIDE,diabetes mellitus
NICOTINIC ACID,Dyslipidemia
"SYRINGES,INSULIN U 100",Diabetes Mellitus
INSULIN DETEMIR,Diabetes Mellitus
"SYRINGES,INSULIN U 100",Diabetes Mellitus Incl Borderline
INSULIN DETEMIR,Diabetes Mellitus Incl Borderline
"SYRINGES,INSULIN U 100",Diabetes Mellitus Incl Gestational
INSULIN DETEMIR,Diabetes Mellitus Incl Gestational
THEOPHYLLINE (SLOW RELEASE),Asthma
NITROGLYCERIN PATCH,CADw Angina
BUDESONIDE/FORMOTEROL 160/4.5,asthma
THEOPHYLLINE (SLOW RELEASE),asthma
BUDESONIDE/FORMOTEROL 160/4.5,Asthma
DISOPYRAMIDE PHOSPHATE,Tachyarrhythmias
JANUVIA,Diabetes Mellitus Incl Borderline
APAP 250MG +ASA 250MG +CAFFEINE 65MG,Headaches
RIZATRIPTAN-MLT,Headaches
LISINOPRIL/HYDROCHLOROTHIAZIDE,hypertension
GLIMEPIRIDE,Diabetes Mellitus
LISINOPRIL/HYDROCHLOROTHIAZIDE 20MG/25MG,hypertension
JANUVIA,Diabetes Mellitus
LISINOPRIL/HYDROCHLOROTHIAZIDE,Hypertension W Borderline
DISOPYRAMIDE PHOSPHATE,Arrhythmias
GLIMEPIRIDE,Diabetes Mellitus Incl Borderline
WART-OFF,chickenpox
LISINOPRIL/HYDROCHLOROTHIAZIDE 20MG/25MG,Hypertension W Borderline
GLIMEPIRIDE,Diabetes Mellitus Incl Gestational
ERGOTAMINE + CAFFEINE,Headaches
JANUVIA,Diabetes Mellitus Incl Gestational
LISINOPRIL/HYDROCHLOROTHIAZIDE 20MG/12.5MG,Hypertension W Borderline
LISINOPRIL/HYDROCHLOROTHIAZIDE 20MG/12.5MG,hypertension
ADEK MULTIVITAMIN,diabetes mellitus
OLMESARTAN,hypertension
PILOCARPINE 4% SOLUTION,glaucoma
FELODIPINE,hypertension
TERIPARATIDE,Osteoporosis Osteopenia
ATENOLOL 50MG + CHLORTHALIDONE 25MG,hypertension
OLMESARTAN,Hypertension W Borderline
TRIAMTERENE 75MG/HYDROCHLOROTHIAZIDE 50MG,Hypertension W Borderline
ATENOLOL 50MG + CHLORTHALIDONE 25MG,Hypertension W Borderline
TRIAMTERENE 75MG/HYDROCHLOROTHIAZIDE 50MG,hypertension
INSULIN ASPART 70/30,Diabetes Mellitus
APAP 500MG + CAFFEINE 65MG,Headaches
INSULIN ASPART 70/30,Diabetes Mellitus Incl Borderline
LISINOPRIL/HYDROCHLOROTHIAZIDE 10MG/12.5MG,Hypertension W Borderline
INSULIN ASPART 70/30,Diabetes Mellitus Incl Gestational
NICOTINE INHALER,Smoker
GLYBURIDE MICRO,diabetes mellitus
ADEK MULTIVITAMIN,Diabetes Mellitus
GLYBURIDE MICRO,Diabetes Mellitus
METAPROTERENOL INHALER,asthma
ADEK MULTIVITAMIN,Diabetes Mellitus Incl Borderline
FIORINAL W/CODEINE,migraine headache
FIORINAL W/CODEINE,Migraines
GLYBURIDE MICRO,Diabetes Mellitus Incl Borderline
ADEK MULTIVITAMIN,Diabetes Mellitus Incl Gestational
GLYBURIDE MICRO,Diabetes Mellitus Incl Gestational
FER-IN-SOL-DROPS  ,anemia
LISINOPRIL/HYDROCHLOROTHIAZIDE 10MG/12.5MG,hypertension
METAPROTERENOL INHALER,Asthma
REPAGLINIDE,Diabetes Mellitus
REPAGLINIDE,Diabetes Mellitus Incl Borderline
ATENOLOL 100MG + CHLORTHALIDONE 25MG,hypertension
REPAGLINIDE,Diabetes Mellitus Incl Gestational
HYOSCYAMINE SUBLINGUAL,Bowelproblems
ATENOLOL 100MG + CHLORTHALIDONE 25MG,Hypertension W Borderline
EZETIMIBE 10 MG - SIMVASTATIN 20 MG,Dyslipidemia
MOEXIPRIL HCL,hypertension
AMLODIPINE/BENAZEPRIL,hypertension
LIALDA (MESALAMINE DELAYED RELEASE),Bowelproblems
MOEXIPRIL HCL,Hypertension W Borderline
ACETYLSALICYLIC ACID (CHILDREN'S),Hypertension W Borderline
VALSARTAN/HCTZ 160/12.5,hypertension
INSULIN NPH HUMAN PEN,Diabetes Mellitus
OMALIZUMAB,asthma
AMLODIPINE/BENAZEPRIL,Hypertension W Borderline
INSULIN NPH HUMAN PEN,Diabetes Mellitus Incl Borderline
INSULIN NPH HUMAN PEN,Diabetes Mellitus Incl Gestational
NARATRIPTAN,Headaches
VALSARTAN/HCTZ 160/12.5,Hypertension W Borderline
OMALIZUMAB,Asthma
ADVAIR HFA 230/21 INHALATION AEROSOL (FLUTICASONE PROPIONATE/SALMETEROL 230/21),asthma
"FENOFIBRATE, MICRO-COATED (LOFIBRA TABS)",Dyslipidemia
ADVAIR HFA 230/21 INHALATION AEROSOL (FLUTICASONE PROPIONATE/SALMETEROL 230/21),Asthma
FIORINAL W/CODEINE,Headaches
ZOLMITRIPTAN NASAL SPRAY,Headaches
PRAMLINTIDE,Diabetes Mellitus
PRAMLINTIDE,Diabetes Mellitus Incl Borderline
DIHYDROERGOTAMINE MESYLATE,Headaches
MULTIVITAMIN WITH BETACAROTENE,hypertension
PRAMLINTIDE,Diabetes Mellitus Incl Gestational
MULTIVITAMIN WITH BETACAROTENE,Hypertension W Borderline
"FENOFIBRATE, MICRO-COATED (LOFIBRA TABS)",Diabetes Mellitus
